kalimat_id,kata,sense,preprocessed
387602,dalam,4007,pertama kali dalam buah kereta bawah tanah gerbong dalam buah unit bangun jalan akses antar gerbong
800552,harapan,3502,ingin selamat boneka kakak yamato ishida takeru nyala harapan besar buat aura crest of hope milik sinar
800230,harapan,3502,the longest ride kurang manipulatif rata film nicholas sparks buat kes manis sekali tanpa harapan - itu penting target tonton
802403,harapan,3502,orang italia milik harapan tinggi ubah daerah jadi aset ekonomi
801058,harapan,3502,konversi jadi kapal induk ringan nama ubah jadi ryuho harapan diri bawa untung
920514,kunci,4206,pecah jadi ikut rupa faktor kunci sebab lemah kuat partai liberal kuat politik dominan
922894,kunci,4206,negosiator kunci perancis menteri patrimonio laksamana miot beri jelas lampir janji lampir
921488,kunci,4204,lagu tulis kunci a major
920623,kunci,4201,steve jobs temu fakta taruh prototipe ponsel sebut dalam saku kunci milik gores muka prototype sebut
922094,kunci,4203,buah salt dapat guna bagi kunci pecah algoritma kriptografi lain
932498,lebat,5502,hujan lebat cetus banjir kilat bunuh satu orang cedera orang
958041,membawa,3004,akhir cari membawa ke dao hang salah satu murid jianzhen
956175,membawa,3003,hanzo datang membawa pasu anggota anbu konoha sekutu danzo root
1046131,panas,4904,waktu tengah mula waktu sholat dhuha pada matahari sangat panas panas tanah pasir
161910,besar,5402,uruma kenal peran sedia kamp ungsi skala besar organisasi awal perintah lokal okinawa tempur okinawa
188156,besar,5402,dua tempat jadi daya tarik jonggring saloka ngebros suatu tempat dapat karang dapat lubang besar
328006,bunga,0601,awal kenang tampil warna penuh penuh senang gambar lavigne taman pacar lalu pacar beri bunga mereka tertawa sama
326650,bunga,0601,masa pula orang ahli bidang botani hasil laku coba cipta suatu jenis baru bunga mawar
326458,bunga,0601,bunga kertas bahasa inggris sebut zinnia flower youth and old age flower bunga upa semak perdu kecil
328025,bunga,0601,gaillardia jenis tanam bunga keluarga bunga matahari asteraceae compositae
326166,bunga,0601,silang buat tanam laku kumpul serbuk sari cara potong benang sari serta kepala sari kastrasi tetua jantan serbu putik bunga belum serbuk guna tetua betina
328009,bunga,0601,susun bunga jagung klin
328220,bunga,0601,dapat bagai jenis hewan tumbuh yang paling sorot kera barbary kera batu kenal burung barbary bunga chickweed thyme gibraltar candytuft
328477,bunga,0601,untai padi warna kuning emas daun kapas warna hijau bunga kapas warna putih cermin tuju masyarakat adil makmur
797739,halaman,0401,juga batu nisan untuk halaman gereja hanger cenotaph khusus antara kapel raja lain biara varnhem
797292,halaman,0402,marie duga gambar dalam satu mungkin halaman penuh miniatur tres riches heures du duc de berry buah naskah ilustrasi sangat bagus buat ayahanda masa mati putra
799349,halaman,0401,tengah sisi timur dinding halaman lebar bentuk lantai jorok m arah luar halaman candi
796586,halaman,0402,awal -an kawan lamartine eugene pelletan unjung arang ischia baca beberapa halaman jurnal sebut
803225,jalan,1901,gambar orang pria jalan raya
810240,jalan,1901,ikat alum santa ursula jalan pos jakarta bentuk tanggal mei salah satu ikat alumni sekolah santa ursula
807145,jalan,1901,batas utara dapat jalan lingkar selatan gombong bujur barat timur
823461,jalan,1901,stasiun leninova pulik patung dada besar lenin revolusi beludru ganti nama sesuai jalan mukim tempat ada
841339,jaringan,3603,ini sebab belum ada jaringan jalan pada dapat hubung wilayah sentra produksi itu dinas kerja umum upaya laku bangun infrastruktur jalan baik
839368,jaringan,3602,abs-cbn inisial nama jaringan belum alto broadcasting system - chronicle broadcasting network stasiun televisi besar tua filipina dapat iklan capai miliar php tahun fiskal
835071,jaringan,3602,myawaddy singkat mwd jaringan televisi milik militer myanmar bas yangon myanmar
832632,jaringan,3602,jaringan sulit implementasi
835498,jaringan,3602,masyarakat jaringan buah masyarakat mana kunci struktur sosial giat atur jaringan informasi proses alat elektronik
905072,kepala,0302,istilah latin primicerius rupa buah gelar terap kaisar romawi kaisar bizantium kepala departemen administratif juga guna gereja tunjuk kepala bagai guru tinggi
906448,kepala,0302,musim dingin cara resmi anugerah gelar nayan gelar kepala biro uji juga sejajar perdana menteri
910891,kepala,0302,emergency medical hologram robert picardo kepala opsir medis
910716,kepala,0301,benda keras lempar tepat kena kepala dennis
911410,kepala,0302,badoglio lama jabat kepala perintah masa lalu gabung faksi non-fasis
913468,kepala,0302,tahun kepala sma negeri surakarta jabat bp ign sutaryo
741760,dunia,1301,adalah pertama kali tim perempuan pernah larang piala dunia wanita itu jadi pertama kali sejak tahun korea utara akan partisipasi piala dunia wanita
741598,dunia,1301,kota juga rupa situs waris dunia unesco ada rusia
731812,dunia,1301,film luncur seluruh dunia bulan mei september
745602,dunia,1302,sejak usia muda sudah akrab dunia seni utama musik
776393,dunia,1301,universitas alami sulit uang masa perang dunia ii kampus pindah istana mohammed sedky jalan al-falaky beberapa lokasi
766296,dunia,1301,ms-dos rupa salah satu kunci hasil microsoft produksi perangkat lunak buah usaha kecil buat bahasa pemrograman diri hingga jadi buah usaha perangkat lunak olah kuasa dunia
737757,dunia,1303,rilis jepang gemar seluruh dunia buat petisi sol-fa distribusi luar jepang
793428,dunia,1302,sivia mulai kenal dunia entertaintment dunia tarik suara sejak umur tahun
744500,dunia,1301,kala charles j berry pasu tempur lawan tentara jepang iwo jima jepang bagi perang dunia
784580,dunia,1301,finnair maskapai tua enam dunia operasi putus
741409,dunia,1302,nama tian lejit lalu mini seri jungkir balik dunia sissy
750483,dunia,1302,tur dunia metropolis tur besar sampai ini habis waktu lebih satu tahun
751831,dunia,1301,hari kemudian november gencat senjata pakat pihak libat perang dunia i cara resmi jerman kalah
759963,dunia,1301,tekan jajah modern seluruh dunia barat sejak itu perintah hindia belanda mulai luas seluruh nusantara
780341,dunia,1301,pulau padar terima situs waris dunia unesco ada wilayah taman nasional komodo sama pulau komodo pulau rinca gili motang
765682,dunia,1301,ini pandang rupa solusi yang arah solusi akhir binasa juta orang yahudi tinggal hanya wilayah duduk jerman juga negara besar seluruh dunia masuk britania raya amerika serikat
744795,dunia,1301,lindung sad milik pengaruh kuat komite shiromani gurdwara parbandhak komite manajemen delhi sikh gurdwara umum anggap pimpin sikh paling kuat dua dunia mantan perdana menteri india manmohan singh
758621,dunia,1301,meski dapat banyak negara serta ikut fed cup tahun tim kualifikasi level grup tinggi grup dunia grup dunia ii tahun delapan tim world group delapan tim world group ii
753410,dunia,1301,tak dunia model ratih sang coba dunia teater seni peran
786805,dunia,1302,pamer lihat sudut pandang dapat lihat dunia seni alam transformatif sifat budaya sering kali masuk dalam analisis sejarah lihat dampak seni sebut masyarakat transformasi lama
774949,dunia,1301,tour dunia pada akhir melbourne australia desember
739650,dunia,1301,kitab doa karya kenal nama kitab ratap risi suatu syair mistik panjang bagi tulis sekitar tahun telah terjemah dalam bagai bahasa dunia
752985,dunia,1301,kubur sama kumbang makan daging buah sarkofagus bawah kaki patung dewa anubis jaga kaum jaga makam sebut medjay ada tahu tidak datang wabah dunia
746952,dunia,1301,awal perang dunia i jumlah adaptasi karya utama sastra polandia tayang paling kenal adalahe dzieje grzechu meir ezofowicz nad niemnem
760169,dunia,1301,perang dunia ii amerika serikat uni soviet muncul negara adidaya saling saing mulai perang dingin
801488,harapan,350b,lokasi pulau harapan keliling banyak pulau resort pulau pribadi sekitar
801506,harapan,3502,salah satu harapan besar maria theresia milik banyak cucu yang dapat ia dapat cucu mati
800169,harapan,3502,harapan raih tiga sempurna mulia hidup tri tunggal jaya sampurna sugih banda sugih ngelmu sugih kuasa kaya harta kaya ilmu kaya posisi
801526,harapan,3503,akhir tempur meski ratus ribu pasu tiongkok mati untuk nyata tiongkok siap korban harapan akhir ada intervensi barat pernah
799815,harapan,3502,morris s viteles rumus insentif ada bangkit kuat dinamis individu siap ada antar harapan pengaruh ubah sikap tingkah laku orang
800744,harapan,3502,adalah kelompok penatua punya harapan hidup surga
801116,harapan,3501,usia harapan hidup alam liar lebih tahun adalah salah satu vertebrata paling lama masa hidup
802322,harapan,350c,reisa orang dokter sekaligus orang model mana tempuh didik dokter universitas pelita harapan universitas indonesia
800418,harapan,3503,buah cerita orang wanita sudah meni usia -an milik hubung gelap orang pianis usia -an melodrama asmara eksplorasi juang daya tarik harapan masyarakat
801732,harapan,3502,king maksud tolong harapan jalin hubung dagang jepang
800229,harapan,3502,meski karl harap satu kadipaten sebut langsung diri sendiri pergi sana oleh hormat layak bangsa aquitaine bangsawan umum putra eudes hunald i wilayah adipati aku karl umayyah serang provence tahun ikut yang sama desak aku karl tuan ia milik harapan tangan muslim sendiri
799739,harapan,3502,besar harapan agar kira lagu cinta kami buat bisa inspirasi banyak orang juga teman musisi lain lagu cinta tidak selalu buat nuansa begitu
801805,harapan,3501,angka harapan hidup duduk kota medan tahun tahun jumlah duduk miskin tahun jiwa
801348,harapan,3503,harapan hampir hilang datang theoden utara angin selatan tiup laut sibak awan kerah sauron
800604,harapan,3501,keynes jatuh konsumsi muncul waktu lama bisnis analis tren turun harapan jual masa depan
799638,harapan,3501,saja bentuk negara baru turki bawah pimpin mustafa kemal ataturk liput bagi besar wilayah kurdistan mupus harapan
802298,harapan,350c,s-ko tanggal juli tuju ubah logo pt bank sinar harapan bal resmi ganti nama logo jadi pt bank mandiri taspen pos tanggal agustus publikasi umum media nasional media lokal surat resmi instansi perintah swasta kait ubah sebut
800951,harapan,3502,freud asosiasi hasrat harapan ingin sifat sadar
800642,harapan,3502,turbulensi co-pemilik sebab atur saling paham co-pemilik ketika manajemen informasi pribadi datang dalam konflik harapan masing-masing milik dapat jadi jumlah alas
927594,layar,1602,dapat rekam seluruh layar bagi layar sesuai butuh masing-masing
928957,layar,1602,tahun kisah angkat layar lebar produksi shaw brothers judul the love eterne
926895,layar,1602,pesona layar lebar max rupa salah satu karakter paling kenal pertama film
931890,layar,1601,sendiri tahu nama papua catat hari antonio figafetta juru tulis layar magelhaens keliling dunia sebut nama papua
922914,layar,1602,kemudian bintang seri film layar lebar tora-san mulai film otoko wa tsurai yo tahun hingga film ke- rilis tahun tahun ia tinggal dunia
928354,layar,1601,masuk pertama kali lalu semenanjung atas new york upper new york bay tanggal september layar hingga bagi bawah sungai hudson kemudian labuh ujung utara manhattan malam
929534,layar,1601,layar tiga divisi mungkin darat richborough meski dapat duga bagi mereka darat pantai selatan wilayah fishbourne west sussex
924523,layar,1601,kembal quanzhou ibnu batu segera naik jung milik sultan samudra pasai layar balik asia tenggara
930295,layar,1601,masa aktivitas dagang ramai jadi sekitar pantai timur mana dagang singapura bwansa sulu magindanou bulungan rau singgah bandar samarinda rupa bandar resmi raja kuta juga hubung makasar otomatis bulungan masuk jalur layar internasional masa
930066,layar,1602,warna dasar putih pilih warna untuk wakil logo masuk antara hitam merah muda emas pratayang desain panggung rilis tanggal mei catat perlu layar led
928032,layar,1601,ini layar hanya guna kapal nelayan kecil
931275,layar,1602,film radio galau fm mas aku sempat dapat tawar layar lebar genre horor komedi drama paksa tolak lantar sesuai harap jadwal pribadi
928972,layar,1602,tahun serial pernah tayang indonesia lalu layar kaca indosiar hari sabtu pukul wib
923546,layar,160b,tenjolayar asal kata tenjo layar
930208,layar,1601,misi layar pulang pergi laku sejak matahari benam hingga matahari terbit maksud kurang mungkin serang pesawat angkat udara kaktus
930623,layar,1602,era muncul buku kena film indonesia layar perak tahun bioskop indonesia terbit tahun kupas tahap film indonesia sampai periode
930297,layar,1601,hobi raab layar dengar musik country amerika
924463,layar,1601,tahun keshogunan diri pos bugy uraga tanggung jawab atur lalu lintas layar atur tahan pantai jadi pintu masuk labuh senjata meriam jaga mungkin serang kapal asing langgar bijak isolasi nasional jepang
925154,layar,1601,hubung kota batavia pada zaman benteng kubu sebut belum buat terus terus ancol sampai sekarang dapat layar perahu
931235,layar,1602,saat mulai jalan smadav periksa komputer guna balik layar
928825,layar,1601,makin tua sistem dagang libat layar pesisir banyak labuh antara laut merah jadi penting sekunder teluk sia koneksi darat levant
928280,layar,1602,satu kesalahpahaman umum latar belakang hitam suatu situs web kurang konsumsi listrik layar
925176,layar,1602,radar kontrol tembak gelombang doppler grifo s- buat itali pasang varian ekspor butuh negeri pasang radar buat tiongkok b milstd databus xps- head-up display hud mfd layar serba
931602,layar,160b,smk negeri smkn benteng rupa salah satu sekolah tengah juru negeri ada kabupaten pulau layar provinsi sulawesi selatan indonesia
924198,layar,1602,telepon tiga nokia xl umum layar lebih besar kamera hadap depan lampu kilat belakang daya tahan baterai lebih lama
971045,menangkap,3302,arjuna menangkap drupada bawa hadap drona
970898,menangkap,3302,tekad menangkap rampok
968518,menangkap,3302,kucing harimau anggap bantu aman tani kucing menangkap tikus harimau mangsa babi hutan rupa hama tani
969224,menangkap,3302,bunuh orang menangkap delapan perwira angkat laut amerika serikat
969731,menangkap,3304,cornelisz menangkap sinyal asap serdadu abar sedia air pulau seberang sedia sendiri makin tip selamat serdadu rupa ancam hasil rencana
970280,menangkap,3302,louis ix perancis menangkap saudagar asti atas desa istri keponakan thomas marguerite
969865,menangkap,3305,filsafat analitik sifat anggap tentu syarat perlu cukup menangkap makna
968826,menangkap,3302,menangkap bahwa panjang jalan tembak jitu acung senjata paintball tembak anggota tim satu kali tembak anggota tim kembali titik awal laku tugas sampai hasil
969116,menangkap,3302,lihat itu beberapa ternak ber-inisiatif mulai kembang terna bison bukan menangkap bison liar hingga akhir sekarang populasi bison keluar jurang punah walaupun beberapa spesies bison tetap dapat ter-selamatkan
